actorName,actorMovieCount,actorAwardNominations,actorAwardWins
Rainer Werner Fassbinder,42,16,26
Robert Morse,73,17,4
Hugo Koolschijn,63,0,0
David Lawrence,3,0,0
Ashley Gallo,6,0,0
Malu Mader,42,7,2
Maksim Shtraukh,35,4,4
Frederick Schmidt,20,1,0
Hideaki Anno,15,3,10
Daniel Buder,25,0,0
Pierre Mondy,162,0,0
Young-hoon Lee,17,1,1
Marcia Gay Harden,107,33,12
Deborah Foreman,25,0,0
Lori Cardille,13,1,1
Stephanie Jones,7,0,0
David Hayter,60,5,1
Shlomo Bar-Aba,15,1,1
Don Sparks,52,0,0
Dorothy Dwan,39,0,0
Paulo César Peréio,125,5,5
Stefanie Butler,22,0,0
Shirley Knight,183,18,8
Taron Egerton,17,6,2
Chisato Morishita,26,0,0
Annunziata Gianzero,18,2,2
Massimo Foschi,36,0,0
Richard Derr,80,0,0
Emily Booth,26,0,0
Andrew Cisneros,3,0,0
Aley Underwood,5,0,0
Woody Allen,48,213,136
Karl Glusman,19,0,0
Aldo Ray,113,2,2
Kristian Halken,84,4,0
Doudou Gueye Thiaw,1,0,0
Ian Bagg,12,0,0
Scott Haze,36,4,11
Nan Yu,34,7,8
Keisuke Sonoi,29,0,0
David Schofield,124,0,0
Julia Volpato,1,0,0
Ebru Ceylan,2,5,3
Jill Larson,32,5,0
Ryan McPartlin,54,0,0
Mark Borchardt,35,0,0
Stephen Macht,94,0,0
Chris Wedge,23,8,6
Charlotte Greenwood,36,0,0
Vera Karalli,18,0,0
Xiao Shen Yang,16,0,0
Soumitra Chatterjee,276,4,4
Keiko Sakurai,2,0,0
Egor Beroev,39,2,0
Summer Glau,36,5,4
Jerry Trimble,48,1,0
Léa Seydoux,41,30,16
Beto Benitez,15,0,0
Veera Bahu,4,1,0
Douglas Spain,67,2,8
Nicholas G. Cooper,20,0,0
Inga Landgré,89,0,0
Michael A. Nickles,28,1,2
Jasper Steverlinck,2,0,0
Francesca Eastwood,21,2,2
Yannick van de Velde,28,3,3
John Johnson,101,3,2
Ann Eleonora Jørgensen,32,3,4
Allan Corduner,131,3,0
Robin Thomas,136,1,1
Lene Bragli,18,0,0
Mark Chao,16,5,4
Virginie Efira,38,5,3
Stephen Merchant,43,43,15
Marilyn Buferd,27,0,0
Jackson Beck,252,0,0
Erik McDowell,11,0,0
Colm Wilkinson,7,4,3
Georgina Terry,10,0,0
Semyon Strugachyov,37,1,1
Atte Blom,7,0,0
Joan Allen,47,64,36
Sacha Baron Cohen,48,38,25
Laurence Leboeuf,42,11,2
Pongsatorn Sripinta,5,0,0
Barbara Steele,68,2,2
Amy Steel,44,0,0
Kyle McCulloch,19,4,2
Marie Bos,4,0,0
Danièle Huillet,4,4,5
Jean-Claude Drouot,74,0,0
Dorothy Lamour,71,1,3
Michael Dudikoff,61,0,0
Richard Farnsworth,89,15,13
Brit Marling,14,13,4
Adamo Ruggiero,15,5,0
Marcelo Faria,35,1,1
Corbin Allred,44,3,0
Maria Abadi,28,3,1
Timotei Duma ,2,0,0
Eva Green,23,20,6
Kathy Uyen,16,0,0
Dave Johns,18,3,4
Laura Christensen,44,5,2
Gerry Adams,1,0,0
Dennis Hopper,204,17,25
Evi Saoulidou,10,2,2
Masataka Kubota,83,0,0
Peter Boyle,95,25,4
Zbigniew Zapasiewicz,76,1,4
James Blicq,1,0,0
Taylor Nichols,93,0,0
Blair Brown,90,10,4
Valentina Titova,75,0,0
Yossi Yadin,17,0,0
Ibrahim Ahmed,3,1,1
Tanya Roberts,41,3,0
Minami Takayama,176,0,0
Arta Dobroshi,11,4,3
Leo Fitzpatrick,62,0,0
Kathryn Grayson,26,1,1
Harry Hill,13,11,6
Christa Campbell,61,0,0
Eric Clapton,13,17,11
Fabrice Luchini,83,14,4
Radha Mitchell,67,13,21
Bel García,57,38,36
Renzo Montagnani,107,0,0
Charlotte Brittain,4,0,0
Gaspard Augé,3,1,0
Paulus Manker,43,3,4
Stacy Keach,211,9,7
David Giuntoli,33,0,0
Isabella Rossellini,87,17,12
Saffron Burrows,65,3,0
Robert Foxworth,101,2,0
Matt Foyer,5,0,0
Brendan Fletcher,121,10,8
Thomas Schubert,15,2,2
Claudio Santamaria,57,11,9
Viktor Tsoy,3,1,0
Julian Barratt,50,3,0
Johannes Riemann,119,1,1
Alessio Boni,62,6,8
Marc-André Grondin,40,5,4
Raf Vallone,95,1,1
James Van Der Beek,62,3,5
Nancy Nash,7,0,0
Rhonda Bell,2,0,0
Marshall Efron,56,0,0
Zoey Deutch,25,2,1
Ana Serradilla,41,1,1
Natalie Gregory,26,1,0
Jeremy Clyde,106,0,0
Michael York,166,5,6
Danny DeVito,131,39,14
Paul Tripp,45,0,0
Miyuki Sawashiro,306,0,0
Janine Reynaud,30,0,0
Keizô Kawasaki,70,0,0
Michel Blanchard,60,2,1
Caren Kaye,42,0,0
Konstantin Kryukov,34,1,0
Tamer Levent,25,1,1
Anders Jansson,19,0,0
Clarence Williams III,108,5,0
Vince Offer,5,0,0
Sofia Helin,30,4,2
Willa Holland,21,1,1
Morris Chestnut,51,5,2
Joshua Homme,25,0,0
Malin Ek,16,4,4
Suzy Aitchison,28,0,0
Ken Bradshaw,29,0,0
Annabelle Larsen,13,0,0
Emiko Aizawa,1,0,0
Guillaume Gouix,53,5,3
Anne Sparrow,1,0,0
Zak Hudson,4,0,0
Miki Mizuno,88,0,0
Marion Barry Jr.,1,0,0
Megumi Kobayashi,16,0,0
Andrew Ray,63,0,0
Chelsea Peretti,33,5,0
Thomas White,27,0,0
Art Garfunkel,15,2,2
Jennifer Beals,82,12,8
Dervla Kirwan,54,4,6
Jonathan Bennett,68,3,2
Ted Eccles,44,0,0
Victor Webster,79,0,0
James Kyson,111,0,0
Cameron Daddo,86,1,2
Ilya Noskov,27,0,0
C.J. Thomason,17,0,0
Billy Brown,51,1,0
Robin Mackay,1,0,0
Aamir Khan,51,46,35
Sie Kohinata,5,0,0
Ashok Saraf,180,0,0
Crispin Glover,69,3,3
Hamza Adam,12,0,0
Sarah Braveman,1,0,0
Franz Dinda,63,2,2
Eleanore Pienta,41,3,3
Béla Fleck,1,1,1
Gabriella Pallotta,26,2,1
Trevor Peacock,120,0,0
Michael T. Weiss,50,4,2
Patricia Charbonneau,48,1,0
Jane Adams,66,6,4
John Howard Davies,6,7,1
Missy Peregrym,32,10,2
Thomas Haden Church,66,21,30
Keir Gilchrist,49,1,0
Felix Ward,1,0,0
Cate Blanchett,70,187,152
Tom Drake,132,0,0
Margaret Singer,7,0,0
Anne-Marie Mallik,1,0,0
Mark Kassen,22,2,1
Andrés García,125,1,1
Verónica Gerez,3,2,2
Anu Sinisalo,49,1,4
Gabriel Casseus,45,2,0
Marshall Allman,59,0,0
Jean Muir,34,1,1
Issei Ogata,54,6,0
Shannen Doherty,72,12,3
Piotr Garlicki,35,0,0
Donatas Ivanauskas,3,0,0
Elizabeth Cartier,3,0,0
Ida Lupino,105,5,10
Veronica D'Agostino,4,1,1
Adriene Mishler,19,0,0
Antoni Pawlicki,38,2,2
Nur Sürer,47,1,4
Fay Masterson,88,0,0
James Cosmo,203,1,3
Frank Stallone,74,2,2
Samira Saraya,9,1,1
Rory Finn,5,0,0
Alanna Chisholm,4,0,0
Bowen Dong,3,0,0
Dwayne Perkins,25,0,0
Isabel Abreu,54,8,3
Tamlyn Tomita,128,3,4
Faye Dunaway,115,36,24
John Cameron Mitchell,34,34,28
Angela Winkler,57,4,4
Tim Boardman,4,1,1
James A. Marcus,117,0,0
Silke,21,1,2
Wojciech Pokora,48,0,0
Elaine Paige,21,1,0
Hrithik Roshan,36,27,33
Mahershala Ali,43,30,58
Rick Lens,11,1,1
John Hennigan,77,1,0
Chen Kuan-Tai,146,0,0
Sukhesh Arora,3,0,0
Lawrence Cook,37,1,0
Amy Beth Hayes,26,0,0
Dick Van Dyke,80,19,20
Nikita Mikhalkov,48,32,35
Quincy Jones,11,31,26
Balthazar Getty,59,6,0
Masahiro Takashima,81,5,5
Mark Holton,45,0,0
Chris Pratt,50,32,16
Jean Barney,108,0,0
Ivory Stone,1,0,0
Chris Wylde,52,1,1
David Rakoff,5,0,0
Gong Li,35,17,23
Attila Králik,1,0,0
Stacey Nemour,2,0,0
Larry B. Scott,64,0,0
Will Patton,105,2,0
Timothy Bottoms,121,4,4
William B. Davis,129,3,2
Danica McKellar,96,6,5
Kaan Girgin,19,1,1
Will Chase,45,0,0
Herwig Ilegems,35,0,0
Peter Paige,33,1,2
Benito Pocino,19,1,1
Ashley Grace,29,0,0
Dean Martin,69,18,7
Susan Penhaligon,59,0,0
Gayle Garfinkle,26,0,0
Júlio Andrade,57,4,10
Salman Khan,124,40,28
Ray Chang,40,0,0
Münir Özkul,198,0,0
Michel Joelsas,12,4,0
Tynan DeLong,11,0,0
Chace Crawford,26,4,4
Andrea Checchi,179,3,3
Bradford Tatum,45,0,0
Aya Kiguchi,13,0,0
Morena Baccarin,46,13,3
Kaia Foss,5,0,0
Fernando Becerril,106,0,0
Hideki Sasaki,4,0,0
Melonie Diaz,44,5,0
Peter Sarsgaard,59,33,15
Jana Plodková,36,3,1
Nathan Rice,12,0,0
Paul Mantee,124,0,0
Bernard Blier,186,1,2
Terry-Thomas,118,2,1
George Griffith,16,2,0
Marie Liljedahl,9,0,0
Kaori Yamagata,16,0,0
Tatyana Aksyuta,11,0,0
Alex Barnett,1,0,0
Ethan Embry,97,5,1
Sven Wollter,99,1,5
Juliette Danielle,17,0,0
Inka Friedrich,60,2,2
Cornel West,7,0,0
Mel Gibson,61,41,43
George Hamilton,120,6,4
Jung Yoon Lee,1,0,0
Vonetta McGee,42,1,0
Ian Sera,8,0,0
Mikako Ichikawa,60,1,4
Jerry Seinfeld,25,43,20
Veerle van Overloop,6,0,0
Laura La Plante,93,1,1
Maynard James Keenan,15,0,0
Claira Watson Parr,14,0,0
Bruce MacDonald,10,30,27
Chase Williamson,41,1,2
Atticus Cain,10,0,0
Richard Crane,134,0,0
Nicole Oliver,214,14,3
Marta Milans,25,1,1
José Coronado,93,10,14
Laurene Landon,39,1,1
Jason Day,29,0,0
Eva Henning,30,0,0
Paige O'Hara,22,2,0
Dee Wallace,241,6,6
Tanna Frederick,22,1,1
Kamal Haasan,255,22,48
Aaron Pedersen,44,5,5
Bellamy Young,71,1,2
Jemaine Clement,50,26,28
Brian Posehn,116,3,3
Brent Briscoe,92,0,0
Toygun Ates,27,0,0
Junko Takeuchi,121,0,0
Lino Banfi,125,2,2
Randy Orton,54,0,0
Anthony Rogers,7,0,0
Charles Kissinger,7,0,0
Casey Heflin,10,1,0
Michelle Yeoh,51,19,7
Skip Lipman,11,0,0
Anushka Sharma,22,21,10
Kim Hye-na,21,1,1
Belén Cuesta,36,5,2
Rebecka Hemse,39,0,0
Philip Carey,96,4,0
Antonio Sabàto,43,2,2
Nadine Nortier,2,0,0
Yunjin Kim,23,18,6
Vahina Giocante,39,0,0
Joanna Going,61,2,0
Peter Ferdinando,43,1,1
Galina Vishnevskaya,7,4,4
Glenn Ford,109,10,7
Aadhi,17,2,2
Tamás Szabó Kimmel,19,0,0
Tia Carrere,101,7,3
Anna Germ,7,0,0
Richard Harris,77,16,12
Vlatko Dulić,60,0,0
Steve Coogan,118,46,16
Zhengwu Cheng,4,0,0
Patricia Pillar,42,7,13
Phyllis Davis,44,0,0
Karrueche Tran,18,3,5
Chad Lowe,68,2,3
Marta Etura ,41,19,7
Alain Emery,4,0,0
Lise Delamare,47,0,0
Kitana Kiki Rodriguez,1,6,1
Skye McCole Bartusiak,42,2,1
Oliver Sacks,1,1,1
Barry Hilton,4,0,0
Haley Ramm,56,4,0
Amari Cheatom,25,1,0
James Hetfield,39,1,0
Angel Aquino,84,13,6
Christian Blümel,65,0,0
Masaki Okada,60,3,4
Cole Pennsinger,4,0,0
Ron Leibman,52,3,4
Ruggero Raimondi,32,1,0
Yadollah Anvari,1,0,0
"Louis Gossett, Jr.",195,23,16
Nick Sommer,13,1,0
Ayaka Komatsu,50,0,0
Émilie Dequenne,44,13,13
Kate Hudson,39,37,18
Margaret Sullavan,21,2,4
Sharon Matt,6,0,0
Maria Kawamura,98,0,0
Robert Gonera,75,1,1
Afrika Bambaataa,6,0,0
David James Elliott,73,2,1
Maritta Viitamäki,11,0,0
Utkarsh Ambudkar,47,0,0
Andrea Černá,18,3,0
Luis Buñuel,12,28,39
Art Neill,3,0,0
Véronique Fauconnet,12,0,0
Alec Su,37,2,4
Algenis Perez Soto,5,1,0
Susanne Sachße,40,0,0
Tom Tryon,40,2,1
Parminder Nagra,42,7,2
Cary Grant,77,20,13
Kristi Casey,2,0,0
Rhys Darby,254,8,12
Lolita Torres,31,0,0
Mekhi Phifer,67,14,5
Eryk Lubos,76,1,3
Elyas M’Barek,55,4,10
Victoria De Mare,110,0,0
Robert Davi,154,1,8
Piotr Jagielski,4,0,0
Hilmir Snær Guðnason,49,2,3
Giovanna Mezzogiorno,35,24,27
Mary-Kate Olsen,53,9,10
Seamus O'Brien,2,0,0
Li Bingbing,30,10,6
Artur Żmijewski,58,1,1
Danila Kozlovsky,36,10,5
Sydney Arnold,70,0,0
Jamie Kastner,1,1,0
Tommy Kelly,19,0,0
Ebbie Tam,5,1,1
Luis De Jesus,3,0,0
Patrick McConnell,4,0,0
Max Pomeranc,5,2,1
R. L. Burnside,1,1,0
Behzad Dorani,6,0,0
Samuel West,77,2,1
David Thornton,70,2,2
Harry Piekema,16,0,0
Kristian Leth,7,1,0
Marte Germaine Christensen,17,0,0
Ferec Bandi,1,0,0
David Anders,33,2,2
Kara Hayward,14,14,2
Bryce Dallas Howard,36,26,19
Johannes Krisch,56,1,1
Rachel Korine,11,1,0
Peter Lee Lawrence,29,0,0
David Gilmour,1,1,0
Giannina Facio,25,1,0
Sam Riley,22,10,7
Leslie Bais,3,0,0
Luis Tosar,105,28,38
Devon Werkheiser,38,3,0
Ali Cobrin,23,0,0
Sasha Pieterse,25,5,4
Juana Acosta,56,2,4
Kostas Voutsas,143,2,1
Emilio Estevez,47,11,4
John Standing,150,0,0
Josh Pence,35,5,4
Ricky Cheng Tien-Chi,41,0,0
Meghan Ory,41,1,0
Maja Ostaszewska,34,2,5
Machiko Kyô,87,6,6
Phillip Sacramento,17,0,0
Wentworth Miller,29,14,2
Colm Feore,151,11,6
Bill Barretta,68,4,2
Damián Alcázar,120,7,26
Bunta Sugawara,197,6,6
Kim Delaney,55,21,4
Kelly Stables,56,1,0
Anne Raitt,38,0,0
Michelle Dockery,31,15,7
Michael Covert,9,0,0
Iina Kuustonen,31,3,1
Danilo 'Bata' Stojković,167,1,1
Zoë Bell,39,10,5
Heidi M. Sallows,1,0,0
Svenja Steinfelder,1,0,0
Khatra Ould Abder Kader,1,0,0
Ireneusz Czop,60,1,0
Jackie Shroff,246,4,4
Yui Aragaki,36,1,3
Adam Astill,48,1,0
Silvio Orlando,55,25,13
Hiroko Yakushimaru,67,5,12
Sumiko Kurishima,119,0,0
François Arnaud,29,1,1
Chen Alon,7,0,0
Leo Fuchs,26,0,0
Beatrice Pearson,4,0,0
Sharon Omi,65,1,1
Mark Polish,14,1,1
Greg Germann,114,4,1
Frank Langella,101,45,12
Fiona Fullerton,25,0,0
Cha Seung-won,33,1,2
Winston Hibler,4,2,1
Samuel Schneider,21,1,1
Anthony Newley,78,2,2
Andrew McNee,30,1,0
Derek Brandon,17,0,0
Stephen Geoffreys,1,0,0
Kat Graham,39,8,2
Cate Beehan,13,0,0
Vera Pap,61,1,1
Kadeem Hardison,90,3,3
Nelly Frijda,61,0,0
Elizabeth Maclellan,7,0,0
Jung Suh,6,2,2
Zhou Xun,54,37,25
Anikó Iván,1,0,0
Mani Haghighi,12,19,12
Daniel Brühl,71,27,24
Artur Smolyaninov,50,4,1
Ellen van der Koogh,6,0,0
John Melendez,16,0,0
Debra Sweaney,2,0,0
Emily VanCamp,27,13,3
Hayden Christensen,35,19,10
Klas-Gösta Olsson,12,0,0
Kelli Berglund,17,0,0
Megan Edwards,13,0,0
Colm Meaney,122,8,9
William R. Moses,129,0,0
Jörg Pleva,99,0,0
Carlo DeFilippi,2,0,0
Richard Falkner,10,1,0
Kirsti Wallasvaara,27,0,0
Mirlan Abdykalykov,4,3,6
Dave O'Brien,244,2,3
Selma Blair,77,5,4
Guillaume Lemay-Thivierge,56,3,0
Rufus Sewell,63,6,0
Kyle Mooney,55,0,0
Hsiao Ho,40,0,0
Reikichi Kawamura,159,1,1
David Weidoff,11,0,0
Andrew Airlie,138,2,0
Ondina Quadri,4,3,3
Keiju Kobayashi,212,8,8
Peter Paul Muller,55,3,2
Brian Eno,1,5,3
Stephen Young,80,0,0
Shin'ichi Himori,101,0,0
Lucien Dodge,152,5,3
Kattia González,5,2,2
Odysseas Papaspiliopoulos,28,1,1
Calvin Tuteao,37,0,0
Sara Malakul Lane,34,1,1
Carlos Echevarría,26,0,0
Laszlóné Horváth,1,0,0
Filip Šovagović,65,3,3
Salvatore Ficarra,11,4,3
William Ash,54,0,0
Astrid Bergès-Frisbey,19,2,2
Marian Araujo,8,0,0
Deanna Oliver,24,3,0
Jakob Salvati,11,1,0
Sara Baras,1,0,0
Ton Kas,55,3,2
Alok Kumar,6,0,0
Michael Landon,59,5,8
María Valverde,35,3,7
Mateusz Banasiuk,32,0,0
Irina Björklund,63,4,3
Olivia de Havilland,60,9,15
Romy Schneider,63,14,9
Roseanne Barr,30,38,19
Nathawan Woravit,2,0,0
Omar Sy,65,7,8
Jared Padalecki,22,16,2
Jean-Paul Comart,98,1,0
Papa Wemba,4,1,1
Isaach De Bankolé,69,1,3
Donald Agnelli,22,0,0
Danny Dyer,86,6,2
Edmund Gwenn,95,2,4
Stephen Rannazzisi,23,0,0
René Lavan,28,1,0
Aldo Baglio,21,2,2
Erin R. Ryan,34,0,0
Ruth Wilson,27,13,2
Gigi Lazzarato,5,1,1
Don Adams,38,3,5
Michelle Chen,25,9,5
Aleksey Glazyrin,20,0,0
Kevin Bridges,2,1,0
Don Knotts,87,10,9
Bridgette Andersen,21,4,0
Sylvia Anderson,15,0,0
Vladislav Galkin,48,4,3
Scott Aaronson,7,0,0
Reese C. Hartwig,20,2,1
Norman England,20,0,0
David Lynch,25,70,56
Lærke Winther Andersen,44,2,0
Anna Geislerová,83,6,11
Tiffany Bolling,36,0,0
Shirley Mills,33,0,0
Marianna Palka,30,6,2
Alan David,102,0,0
Bjarne Henriksen,100,5,0
Hugo Arana,107,5,3
Tomoko Kaneda,77,0,0
Jeff Foxworthy,19,9,2
Sebastian Gregory ,14,1,0
Verónica Forqué,81,6,19
Matilda Anna Ingrid Lutz,14,0,0
Nicholas Tse,55,11,9
Bruno Gagliasso,37,12,8
Shirley Jones,110,18,7
Atul Kulkarni,91,8,5
Tracey Walter,176,2,2
André Hazes,1,0,0
Matthew Espinosa,5,0,0
Michael Peña,89,7,13
Frédéric van den Driessche,78,0,0
Autumn Brooke Wilkins,1,0,0
Helmut Griem,80,1,2
Felix Gomez,1,3,3
Héctor Medina,14,0,0
Natalie Floyd,14,0,0
Trae Ireland,83,0,0
Robin Phillips,24,0,0
Grete Havnesköld,9,0,0
Mavie Hörbiger,55,3,1
Edna de Cássia,1,1,1
Simon MacCorkindale,65,3,1
Lisa Rieffel,34,4,0
Jesco White,5,0,0
Timur Bondarenko,1,0,0
Adriana Paz,41,4,4
Volker Spengler,40,0,0
Marion Davies,51,1,1
Nadim Sawalha,114,2,2
Ernie F. Orsatti,24,0,0
Brian Hooks,53,1,0
Will Ferrell,107,72,14
Janet Wood,50,0,0
José Andrade,1,0,0
Nakia Burrise,47,0,0
Gregory Dayton,22,0,0
Ivana Baquero,19,10,10
Audrey Tautou,45,20,12
Greg Kinnear,69,20,13
Gary Kent,50,1,0
Kaitlyn Maher,14,0,0
Carolina Ramírez,13,0,0
Jonathan Da Rosa,5,1,0
Brandon Baker,17,1,1
Adele Jergens,72,1,1
Chris Renaud,10,18,2
Nobiko Sawa,2,0,0
Cathryn Michon,6,0,0
Marco Nanini,55,9,9
Jānis Amanis,1,1,1
John Beers,3,0,0
Jean-François Stévenin,193,1,2
Thomas Meighan,83,1,1
Antoine-Olivier Pilon,18,2,6
Eddie Murphy,56,73,33
Jeanne Moreau,146,10,22
Yuya Yagira,41,2,5
Chris J. Murray,10,0,0
Yoshizaburo Arashi,5,0,0
Shawn Christian,66,1,0
Arlette Mirapeu,5,0,0
Pelle Heikkilä,25,0,0
Daniele Drobny,1,0,0
Steven Ritch,46,0,0
Ed Harris,103,51,32
Glenn Gould,53,2,2
Shai Avivi,38,2,1
Hinnerk Schönemann,105,4,3
Paul Kelman,27,0,0
Borivoje Todorović,111,1,1
James Lafferty,21,4,0
Constance Towers,68,2,0
Amanda Seyfried,53,17,7
Nutsa Habulava,1,0,0
Daniel Usaj,15,0,0
Austin Hébert,20,0,0
Shawn-Caulin Young,46,0,0
David Silva,124,2,1
Irene Richards,22,0,0
Tadanori Yokoo,3,0,0
Brent Gorski,5,0,0
Andrej Lunusjkin,1,0,0
Rebecca Breeds,17,2,0
Barry Watson,37,7,1
Imanol Arias,93,41,24
Maurice Luijten,3,0,0
Matthew C. Vaughan,23,0,0
Vincent Regan,98,1,1
Jung Woo,20,1,2
Jack Reynor,24,4,6
Clare Kramer,39,0,0
Josh Cooke,75,1,0
Tom Burke,53,0,0
Yōsuke Akimoto,107,0,0
Bong Tae-gyu,23,1,1
Jo Yeo-jeong,14,5,3
Brian Narelle,6,0,0
James Arness,47,4,8
Azize Diabate Abdoulaye,8,0,0
Emmanuelle Chaulet,9,0,0
Louis Williams,87,0,0
Lee Kang-Sheng,35,13,16
Emily Grace,3,0,0
Igor Fomchenko,1,0,0
Steven Drozd,8,1,0
Gracita Morales,105,1,1
Déborah Révy,12,0,0
Anika Noni Rose,50,21,6
Tiffani Thiessen,47,6,0
Catalina Sandino Moreno,31,12,18
Nancy McKeon,44,6,5
Ulli Lommel,93,2,0
Wings Hauser,114,1,0
Avalon Barrie,5,0,0
Neel Sethi,2,6,0
Samata Das,5,0,0
Richard Pawulski,2,0,0
Markus Krojer,14,1,1
Mark Gil,195,14,4
Ludovico Tersigni,6,1,1
Franky G,33,1,1
Ted Jan Roberts,17,0,0
Robert Lepage,17,16,15
Richard Stanley,78,0,0
Anna Moffo,17,0,0
Vittorio Mezzogiorno,69,5,5
Elizabeth Davis,9,0,0
Cedric the Entertainer,75,15,10
Colin Clive,18,0,0
Akira Ishihama,51,0,0
Bill Murray,87,79,54
Aiko Nagayama,38,0,0
Huie Rogers,33,1,1
Michelle Meyrink,10,0,0
Jane Brady,1,0,0
Jörn Donner,24,5,8
Konami Yoshida,56,0,0
Yevghenia Filonova,3,0,0
Dennis O'Keefe,278,0,0
Greer Garson,45,8,10
Jackie Mason,21,4,3
Marcel Bozzuffi,96,0,0
Yukie Nakama,77,2,0
Emerson Collins,6,17,17
Edna Purviance,40,0,0
Henry Cele,18,0,0
Ti Lung,124,4,6
Yasunori Irikawa,24,0,0
Lynn Hershman Leeson,1,3,4
Willa Ford,13,0,0
Rita Suomalainen,2,0,0
Lee Seung-yeon,2,0,0
Saskia Rosendahl,22,3,5
Tiina Weckström,43,1,1
Mircea Diaconu,65,1,0
Patrick Muldoon,78,2,2
Jane Asher,104,3,1
Robert Culp,170,5,1
Margit Evelyn Newton,18,0,0
Paolo Villaggio,83,2,8
Ivan Massagué,48,0,0
Jiří Suchý,24,0,0
Lewis Rainer,22,0,0
Ahidjo Mahamat Moussa,1,0,0
Ana Turpin,25,2,2
Hidetaka Yoshioka,83,4,5
James Olson,94,0,0
Edmund Moeschke,1,0,0
Hideaki Nitani,108,0,0
Kristy Swanson,85,6,1
Ryosuke Yamada,22,1,1
Luis Brandoni,96,8,3
Ruslaan Mumtaz,15,0,0
Fred Savage,50,16,13
Manuel Broekman,33,0,0
Ole Lemmeke,37,3,3
Diane Conti,3,0,0
Cuba Gooding Jr.,85,43,17
Katherine Randolph,34,0,0
Gina Philips,48,0,0
Amos Poe,6,2,0
Lewis Smith,40,0,0
Regina Orozco,37,3,1
Sonja Richter,44,10,3
Elise Lhomeau,13,0,0
Junko Miyazono,46,0,0
Zbigniew Rola,4,0,0
Shareefa Daanish,14,1,1
Greg Benson,43,0,0
Liya Kebede,12,1,1
James Westmoreland,36,0,0
Jonathan Brandis,48,7,1
Gaku Hamada,81,0,0
Carlos Hipólito,70,7,3
Hikari Mitsushima,56,5,6
Robert Arkins,6,0,0
Trevor Heins,17,0,0
Jennifer Hetrick,46,0,0
Matt Salinger,34,0,0
Richard Davidson,30,0,0
Dennis Miller,25,34,10
Renato Rossini,77,0,0
Joonas Saartamo,40,2,2
Saoirse Ronan,29,136,64
Krzysztof Dzierma,5,0,0
Ben Mendelsohn,81,31,12
Moon So-ri,31,7,13
Jim Ward,280,9,1
Xavier Samuel,34,4,3
Zelda Rubinstein,55,3,1
Victor Rasuk,39,8,0
Andrew Bowser,20,2,1
Bonnie Somerville,52,0,0
Tim Meadows,83,2,2
Karel Schleichert,81,0,0
Gavin Brown,3,1,5
Hollis Frampton,1,0,0
Bruce Abbott,35,0,0
Lee Horsley,32,2,2
Dale Midkiff,67,1,5
Mike Myers,52,43,29
Kim Anderzon,59,1,1
David Janssen,99,7,6
Jon Briddell,123,3,3
Bruce Willis,119,38,22
Elizabeth Kaitan,39,0,0
Miroslav Caslavka,2,0,0
Robin Clarke,27,0,0
Anshuman Jha,17,0,0
Alice Eve,43,0,0
Rupert Reid,31,4,4
John Belushi,13,6,2
David Beckham,7,1,1
Grey Griffin,547,41,10
Michael Paré,153,1,6
Amel Hedhili,7,2,2
Björn Starrin,9,1,0
Vanessa Kirby,26,6,2
Viola Dana,111,1,1
Alexandra Daddario,54,5,1
Mala Powers,81,2,2
Callum Keith Rennie,132,12,10
Stéphanie Touly,3,0,0
Lenore Zann,103,0,0
Ryan Steele,7,1,1
Anjali,38,3,6
Vlatka Simac,7,0,0
Tusshar Kapoor,37,5,5
Angeliki Papoulia,13,2,1
Robert Sterling,88,1,1
Lindsay Shaw,1,0,0
Atta Yaqub,27,1,0
Florence Hartigan,17,0,0
Kåre Hedebrant,4,4,1
Boyd Holbrook,33,2,1
Paul Dahlke,198,1,1
Mohit Ahlawat ,6,0,0
Bobbi Sue Luther,20,1,1
Stanley Tucci,127,55,30
F. Murray Abraham,120,12,9
Kestie Morassi,36,2,1
Brad Norman,7,0,0
Dagmara Domińczyk,37,1,1
Michael A. Miranda,85,1,0
Eamonn Owens,21,4,4
Ron Shahar,13,0,0
Chandrakant Kulkarni,2,1,1
Jürgen Prochnow,135,1,6
Evan Todd,10,0,0
Jack Betts,101,1,0
Constance Bennett,68,1,1
Vincent Croiset,44,0,0
Vincent Gallo,45,15,7
Terence Hill,82,4,7
Booboo Stewart,91,1,2
Conor McCarron,11,2,2
Esa Nikkilä,2,0,0
Said Mohamadi,2,0,0
Krisha Fairchild,28,2,2
Roy Haylock,7,1,1
Agata Buzek,42,2,3
Lar Park Lincoln,22,0,0
Maria Schell,100,6,17
Olivia Bonamy,39,1,1
Howard Berger,9,25,14
Errol Flynn,65,1,5
Tina Engel,71,1,1
Carlo Boszhard,11,1,1
Johnny Trí Nguyễn,31,2,0
Grigoriy Dobrygin,12,1,2
Ari Graynor,43,1,1
Jarkko Niemi,47,0,0
Risto Tuorila,43,1,1
Bryan Fisher,16,0,0
Arnold Vosloo,77,1,1
Rollin Perry,20,0,0
Mina Orfanou,3,1,1
Duane Jones,8,0,0
Jan Kounen,10,1,2
Ian Roberts,77,9,2
Mitch Hedberg,8,0,0
Adrienne Bailon,36,2,1
Piotr Fronczewski,125,1,0
Will Burke,15,2,0
Amy Johnston,31,0,0
Calvin Lee Reeder,14,5,3
Eileen Brennan,126,11,3
